,Name,Year,Game,FGp,FTp,3Pp,ORBp,ASTp,BLKp,DRBp,STLp
11373,Steve Kerr,1992,48.0,0.51,0.83,0.43,1.9,18.0,0.7,8.1,1.6
11374,Steve Kerr,1993,34.67,0.45,0.94,0.16,0.87,25.17,0.07,11.9,1.47
11375,Steve Kerr,1994,82.0,0.5,0.86,0.42,1.5,15.2,0.1,6.0,1.9
11376,Steve Kerr,1995,82.0,0.53,0.78,0.52,1.3,12.4,0.1,6.4,1.2
11377,Steve Kerr,1996,82.0,0.51,0.93,0.52,1.5,14.1,0.1,5.2,1.7
11378,Steve Kerr,1997,82.0,0.53,0.81,0.46,1.8,13.5,0.1,6.0,1.9
11379,Steve Kerr,1998,50.0,0.45,0.92,0.44,1.4,13.2,0.3,6.5,1.3
11380,Steve Kerr,1999,44.0,0.39,0.89,0.31,1.0,10.6,0.3,5.5,1.7
11381,Steve Kerr,2000,32.0,0.43,0.82,0.52,1.3,7.2,0.0,6.5,0.8
11382,Steve Kerr,2001,55.0,0.42,0.93,0.43,1.1,14.1,0.1,4.8,1.3
11383,Steve Kerr,2002,65.0,0.47,0.98,0.39,0.9,13.0,0.1,8.3,0.9
11384,Steve Kerr,2003,75.0,0.43,0.88,0.4,1.5,11.9,0.2,5.6,1.5
11385,Steve Mix,1980,81.0,0.52,0.83,0.4,8.3,14.8,0.3,11.5,2.0
11386,Steve Mix,1981,72.0,0.5,0.83,0.0,9.3,12.3,0.8,12.2,2.1
11387,Steve Mix,1982,75.0,0.51,0.79,0.25,8.8,10.1,0.8,11.6,1.6
11388,Steve Mix,1983,57.5,0.49,0.85,0.25,5.4,12.1,0.2,12.95,2.0
11389,Steve Nash,1997,65.0,0.42,0.82,0.42,2.8,29.5,0.0,8.0,1.5
11390,Steve Nash,1998,76.0,0.46,0.86,0.42,2.3,25.2,0.2,8.8,2.0
11391,Steve Nash,1999,40.0,0.36,0.83,0.37,2.8,27.2,0.1,7.3,1.6
11392,Steve Nash,2000,56.0,0.48,0.88,0.4,2.4,25.5,0.1,6.1,1.2
11393,Steve Nash,2001,70.0,0.49,0.9,0.41,2.2,34.6,0.1,8.1,1.6
11394,Steve Nash,2002,82.0,0.48,0.89,0.46,2.0,36.1,0.1,7.9,1.0
11395,Steve Nash,2003,82.0,0.46,0.91,0.41,2.6,36.3,0.2,7.0,1.6
11396,Steve Nash,2004,78.0,0.47,0.92,0.4,2.4,38.3,0.2,7.4,1.3
11397,Steve Nash,2005,75.0,0.5,0.89,0.43,2.5,49.2,0.2,7.6,1.4
11398,Steve Nash,2006,79.0,0.51,0.92,0.44,1.9,44.4,0.3,11.1,1.1
11399,Steve Nash,2007,76.0,0.53,0.9,0.46,1.4,50.1,0.2,9.9,1.1
11400,Steve Nash,2008,81.0,0.5,0.91,0.47,1.2,47.3,0.1,9.6,0.9
11401,Steve Nash,2009,74.0,0.5,0.93,0.44,0.9,42.4,0.3,9.2,1.1
11402,Steve Nash,2010,81.0,0.51,0.94,0.43,1.5,50.9,0.3,9.4,0.8
11403,Steve Nash,2011,75.0,0.49,0.91,0.4,1.8,53.1,0.1,10.2,1.0
11404,Steve Nash,2012,62.0,0.53,0.89,0.39,1.5,53.1,0.3,9.1,1.0
11405,Steve Nash,2013,50.0,0.5,0.92,0.44,1.8,32.8,0.2,7.7,0.9
11406,Steve Nash,2014,15.0,0.38,0.92,0.33,1.4,40.3,0.5,8.5,1.1
11407,Steve Novak,2007,35.0,0.36,1.0,0.33,2.4,4.9,0.0,13.2,1.4
11408,Steve Novak,2008,35.0,0.48,0.75,0.48,1.7,3.9,0.8,13.0,0.4
11409,Steve Novak,2009,71.0,0.44,0.91,0.42,1.8,5.8,0.3,10.9,0.9
11410,Steve Novak,2010,54.0,0.39,0.78,0.31,0.3,2.6,0.4,10.3,1.0
11411,Steve Novak,2011,26.5,0.52,1.0,0.56,2.3,2.3,1.75,11.75,0.25
11412,Steve Novak,2012,54.0,0.48,0.85,0.47,1.0,2.0,0.7,10.9,0.8
11413,Steve Novak,2013,81.0,0.41,0.91,0.42,1.2,3.3,0.4,10.0,0.9
11414,Steve Novak,2014,54.0,0.41,1.0,0.43,1.7,3.8,0.6,10.8,1.2
11415,Steve Novak,2015,28.5,0.43,0.0,0.44,1.1,8.95,0.75,13.6,0.0
11416,Steve Novak,2016,6.5,0.39,1.0,0.4,0.0,0.0,0.0,8.85,0.0
11417,Steve Scheffler,1996,35.0,0.53,0.47,0.2,10.3,1.7,0.9,11.2,1.7
11418,Steve Smith,1992,61.0,0.45,0.75,0.32,4.9,23.4,0.6,6.7,1.6
11419,Steve Smith,1993,48.0,0.45,0.79,0.4,3.9,27.3,0.7,10.3,1.6
11420,Steve Smith,1994,78.0,0.46,0.84,0.35,6.4,22.5,0.9,8.0,1.5
11421,Steve Smith,1995,53.33,0.41,0.82,0.28,5.4,17.67,1.0,6.47,1.37
11422,Steve Smith,1996,80.0,0.43,0.83,0.33,4.9,13.4,0.5,8.7,1.3
11423,Steve Smith,1997,72.0,0.43,0.85,0.34,3.9,20.2,0.6,6.1,1.2
11424,Steve Smith,1998,73.0,0.44,0.86,0.35,5.7,18.4,0.7,7.0,1.4
11425,Steve Smith,1999,36.0,0.4,0.85,0.34,4.5,19.0,0.6,8.9,1.5
11426,Steve Smith,2000,82.0,0.47,0.85,0.4,5.7,12.8,0.9,7.9,1.4
11427,Steve Smith,2001,81.0,0.46,0.89,0.34,4.2,13.6,0.7,8.4,1.0
11428,Steve Smith,2002,77.0,0.46,0.88,0.47,2.4,11.5,0.5,7.4,1.3
11429,Steve Smith,2003,53.0,0.39,0.83,0.33,2.5,10.9,0.6,8.4,1.4
11430,Steve Smith,2004,71.0,0.41,0.93,0.4,3.2,10.6,0.5,6.8,0.9
11431,Steve Smith,2005,33.33,0.38,0.8,0.34,2.17,16.0,0.5,9.5,0.97
11432,Steve Stipanovich,1984,81.0,0.48,0.75,0.19,5.3,9.9,1.6,20.2,1.4
11433,Steve Stipanovich,1985,82.0,0.48,0.8,0.09,6.4,12.2,1.9,21.7,1.4
11434,Steve Stipanovich,1986,79.0,0.47,0.77,0.2,7.9,12.3,1.7,20.2,1.5
11435,Steve Stipanovich,1987,81.0,0.5,0.84,0.25,7.1,9.0,2.1,19.6,1.9
11436,Steve Stipanovich,1988,80.0,0.5,0.81,0.2,6.4,9.5,1.5,20.4,1.6
11437,Steven Adams,2015,70.0,0.54,0.5,0.0,12.2,5.5,3.8,19.3,1.1
11438,Steven Adams,2017,80.0,0.57,0.61,0.0,13.0,5.4,2.6,15.5,1.8
11439,Steven Hunter,2005,76.0,0.61,0.48,0.0,10.5,1.7,6.4,12.6,0.2
11440,Stevin Smith,1997,8.0,0.33,1.0,0.17,3.8,10.9,0.0,15.7,0.9
11441,Stewart Granger,1984,56.0,0.43,0.76,0.31,1.2,25.4,0.0,7.5,1.6
11442,Stewart Granger,1985,9.0,0.35,0.5,0.0,1.2,16.3,0.0,5.9,1.0
11443,Stewart Granger,1987,15.0,0.37,0.82,0.0,4.0,22.6,0.4,7.5,2.1
11444,Stromile Swift,2001,80.0,0.45,0.6,0.0,9.6,3.5,4.3,15.1,2.5
11445,Stromile Swift,2002,68.0,0.48,0.71,0.0,10.0,5.0,4.3,16.6,1.5
11446,Stromile Swift,2003,67.0,0.48,0.72,0.0,8.8,5.0,4.8,20.3,1.9
11447,Stromile Swift,2004,77.0,0.47,0.72,0.25,10.3,4.4,5.6,17.7,1.9
11448,Stromile Swift,2005,60.0,0.45,0.76,0.0,8.7,6.2,5.7,16.9,1.7
11449,Stromile Swift,2006,66.0,0.49,0.65,0.0,9.1,3.6,3.0,16.1,1.5
11450,Stromile Swift,2007,54.0,0.46,0.72,0.0,9.9,2.8,4.6,19.2,1.5
11451,Stromile Swift,2008,45.5,0.52,0.66,0.0,8.9,5.85,4.8,17.7,0.9
11452,Stromile Swift,2009,16.0,0.4,0.52,1.0,10.7,2.35,3.45,19.5,1.4
11453,Stuart Gray,1988,74.0,0.47,0.6,0.0,9.6,7.2,2.3,24.3,0.7
11454,Stuart Gray,1989,72.0,0.47,0.69,0.0,12.6,4.9,1.6,21.6,0.7
11455,Stuart Gray,1990,38.67,0.37,0.73,0.0,6.27,4.0,2.37,20.1,1.4
11456,Sundiata Gaines,2010,32.0,0.46,0.5,0.27,3.4,28.0,0.0,12.2,2.8
11457,Sundiata Gaines,2011,12.0,0.39,0.47,0.25,4.28,21.22,0.28,9.65,2.68
11458,Sundiata Gaines,2012,57.0,0.38,0.62,0.34,3.8,27.2,0.2,12.2,3.7
11459,Swen Nater,1980,81.0,0.55,0.72,0.0,12.9,11.1,0.7,33.8,0.7
11460,Swen Nater,1982,21.0,0.58,0.75,1.0,9.3,7.2,0.9,31.1,0.5
11461,Swen Nater,1984,69.0,0.49,0.69,0.0,11.9,3.9,0.5,23.3,1.4
11462,Sylvester Gray,1989,55.0,0.42,0.67,0.25,10.4,14.2,1.3,16.2,1.4
11463,T.J. Ford,2004,55.0,0.38,0.82,0.24,2.9,37.4,0.1,10.8,2.1
11464,T.J. Ford,2006,72.0,0.42,0.75,0.34,2.9,29.8,0.2,11.7,2.1
11465,T.J. Ford,2007,75.0,0.44,0.82,0.3,2.7,44.8,0.3,9.7,2.3
11466,T.J. Ford,2008,51.0,0.47,0.88,0.29,2.3,44.4,0.0,7.7,2.4
11467,T.J. Ford,2009,74.0,0.45,0.87,0.34,2.9,27.6,0.5,9.8,2.0
11468,T.J. Ford,2010,47.0,0.44,0.77,0.16,3.7,24.8,0.7,10.0,1.8
11469,T.J. Ford,2011,41.0,0.39,0.73,0.19,2.5,28.4,0.8,9.1,2.3
11470,T.J. Ford,2012,14.0,0.44,0.79,0.25,1.8,32.7,0.8,8.8,2.4
11471,T.J. McConnell,2016,81.0,0.47,0.63,0.35,2.8,37.2,0.5,14.5,2.9
11472,T.J. McConnell,2017,81.0,0.46,0.81,0.2,2.0,37.5,0.4,11.0,3.1
11473,T.J. Warren,2015,40.0,0.53,0.74,0.24,7.3,6.6,1.1,7.9,1.5
11474,T.J. Warren,2016,47.0,0.5,0.7,0.4,5.7,7.2,1.2,9.3,1.7
11475,T.J. Warren,2017,66.0,0.5,0.77,0.26,6.5,5.8,1.5,11.7,1.8
11476,T.R. Dunn,1980,82.0,0.44,0.76,0.0,7.8,10.9,1.0,11.6,2.7
11477,T.R. Dunn,1981,82.0,0.41,0.65,0.0,9.3,6.7,1.0,12.3,2.0
11478,T.R. Dunn,1982,82.0,0.51,0.71,0.0,9.2,8.3,0.7,14.4,2.3
11479,T.R. Dunn,1983,82.0,0.48,0.73,0.0,8.8,7.9,0.5,14.7,2.4
11480,T.R. Dunn,1984,80.0,0.47,0.73,0.0,7.4,9.1,0.6,15.1,2.8
11481,T.R. Dunn,1985,81.0,0.49,0.72,0.0,7.4,7.4,0.3,10.7,2.7
11482,T.R. Dunn,1986,82.0,0.45,0.77,0.0,5.9,8.2,0.4,10.7,2.9
11483,T.R. Dunn,1987,81.0,0.43,0.66,0.0,4.6,8.6,0.6,10.1,2.3
11484,T.R. Dunn,1988,82.0,0.45,0.77,0.0,7.3,6.3,0.4,9.3,3.0
11485,T.R. Dunn,1990,65.0,0.45,0.67,0.0,8.4,7.5,0.4,13.9,2.8
11486,T.R. Dunn,1991,17.0,0.45,0.9,0.25,7.9,12.4,0.2,10.6,2.3
11487,Taj Gibson,2011,80.0,0.47,0.68,0.12,11.2,5.3,4.6,19.4,1.2
11488,Taj Gibson,2013,65.0,0.48,0.68,0.0,9.7,7.1,4.7,17.5,1.0
11489,Taj Gibson,2014,82.0,0.48,0.75,0.0,9.8,7.3,3.7,17.1,0.9
11490,Taj Gibson,2016,73.0,0.53,0.69,0.0,11.4,8.3,2.9,15.9,1.2
11491,Taj Gibson,2017,52.0,0.51,0.72,0.47,8.57,5.53,2.6,17.27,1.13
11492,Tamar Slay,2003,36.0,0.38,0.7,0.28,3.3,8.6,0.8,9.6,2.7
11493,Tamar Slay,2004,22.0,0.35,0.5,0.33,7.2,14.5,0.5,10.7,2.3
11494,Tamar Slay,2005,8.0,0.33,0.0,0.17,8.3,6.7,0.0,12.4,3.3
11495,Tang Hamilton,2002,9.0,0.53,0.0,0.0,7.2,8.5,0.0,14.2,2.2
11496,Tarence Kinsey,2007,48.0,0.46,0.8,0.28,3.6,7.0,0.1,8.4,2.8
11497,Tarence Kinsey,2008,11.0,0.42,0.83,0.43,3.5,3.4,0.0,10.6,1.6
11498,Tarence Kinsey,2009,50.0,0.45,0.87,0.39,4.5,5.5,0.0,11.6,2.3
11499,Tarik Black,2015,44.0,0.56,0.53,0.0,14.55,4.35,1.0,20.35,0.8
11500,Tarik Black,2017,67.0,0.51,0.75,0.5,13.8,5.3,3.3,20.7,1.3
11501,Tariq Abdul-Wahad,1998,59.0,0.4,0.67,0.21,5.0,8.9,0.9,8.6,1.9
11502,Tariq Abdul-Wahad,1999,49.0,0.44,0.69,0.29,6.3,6.5,0.8,9.9,2.1
11503,Tariq Abdul-Wahad,2000,40.67,0.42,0.75,0.24,6.97,10.23,1.43,11.97,1.6
11504,Tariq Abdul-Wahad,2001,29.0,0.39,0.58,0.4,3.6,8.1,2.1,11.8,1.7
11505,Tariq Abdul-Wahad,2002,22.0,0.38,0.74,0.5,10.15,8.75,1.65,11.4,2.35
11506,Tariq Abdul-Wahad,2003,14.0,0.47,0.5,0.0,7.6,15.4,1.1,14.0,1.5
11507,Tate George,1991,56.0,0.42,0.8,0.0,3.2,25.0,0.5,5.1,2.0
11508,Tate George,1992,70.0,0.43,0.82,0.17,3.6,21.7,0.2,7.3,1.9
11509,Tate George,1993,48.0,0.38,0.83,0.0,2.6,22.4,0.5,5.2,1.3
11510,Tate George,1995,3.0,0.33,1.0,0.0,14.6,0.0,0.0,0.0,0.0
11511,Taurean Green,2008,11.33,0.29,0.89,0.21,0.0,21.33,0.0,15.6,1.4
11512,Taurean Waller-Prince,2017,59.0,0.4,0.79,0.32,2.8,8.4,2.4,14.6,2.2
11513,Taylor Griffin,2010,8.0,0.4,0.5,0.0,0.0,4.3,4.4,6.7,0.0
11514,Tayshaun Prince,2003,42.0,0.45,0.65,0.43,1.3,9.9,2.4,11.1,1.3
11515,Tayshaun Prince,2004,82.0,0.47,0.77,0.36,4.0,12.4,1.9,12.5,1.3
11516,Tayshaun Prince,2005,82.0,0.49,0.81,0.34,5.2,14.5,1.8,11.5,1.0
11517,Tayshaun Prince,2006,82.0,0.46,0.76,0.35,4.2,10.8,1.0,10.0,1.2
11518,Tayshaun Prince,2007,82.0,0.46,0.77,0.39,5.7,12.9,1.4,11.3,0.9
11519,Tayshaun Prince,2008,82.0,0.45,0.77,0.36,4.8,16.5,1.0,12.9,0.9
11520,Tayshaun Prince,2009,82.0,0.45,0.78,0.4,4.9,13.8,1.3,13.7,0.8
11521,Tayshaun Prince,2010,49.0,0.49,0.71,0.37,4.9,16.9,1.1,13.8,1.1
11522,Tayshaun Prince,2011,78.0,0.47,0.7,0.35,3.6,14.4,1.3,12.6,0.6
11523,Tayshaun Prince,2012,63.0,0.42,0.77,0.36,4.0,13.2,1.2,12.4,0.7
11524,Tayshaun Prince,2013,54.67,0.44,0.71,0.4,3.1,12.1,0.77,13.17,1.0
11525,Tayshaun Prince,2014,76.0,0.41,0.57,0.29,1.9,8.9,0.8,12.3,1.1
11526,Tayshaun Prince,2015,29.0,0.46,0.77,0.49,3.95,10.95,0.9,12.95,1.12
11527,Tayshaun Prince,2016,77.0,0.44,0.68,0.17,2.6,7.0,0.7,9.0,1.2
11528,Tellis Frank,1988,78.0,0.43,0.72,0.0,6.4,9.6,0.8,16.8,1.6
11529,Tellis Frank,1989,32.0,0.37,0.76,0.0,10.7,7.7,1.4,14.2,2.6
11530,Tellis Frank,1994,67.0,0.42,0.71,0.0,10.4,8.7,2.3,16.4,1.9
11531,Terence Morris,2002,68.0,0.38,0.64,0.19,7.8,9.5,1.7,14.0,1.0
11532,Terence Morris,2003,49.0,0.47,0.79,0.22,7.5,6.8,1.9,15.7,0.7
11533,Terence Morris,2006,22.0,0.33,1.0,0.0,4.0,3.2,2.1,20.0,1.7
11534,Terence Stansbury,1985,74.0,0.46,0.81,0.16,3.2,13.8,0.5,6.2,1.7
11535,Terence Stansbury,1986,74.0,0.43,0.81,0.17,2.4,21.3,0.3,8.9,2.1
11536,Terence Stansbury,1987,44.0,0.43,0.62,0.38,2.3,20.9,0.0,4.7,1.6
11537,Terrel Harris,2012,22.0,0.35,0.67,0.2,7.0,12.2,0.5,11.9,1.5
11538,Terrel Harris,2013,13.33,0.17,0.65,0.0,7.27,9.13,1.37,19.5,0.6
11539,Terrell Brandon,1992,82.0,0.42,0.81,0.04,3.5,27.8,0.8,7.6,2.6
11540,Terrell Brandon,1993,82.0,0.48,0.82,0.31,2.7,27.4,1.0,9.6,2.5
11541,Terrell Brandon,1994,73.0,0.42,0.86,0.22,2.8,27.9,0.7,9.1,2.8
11542,Terrell Brandon,1995,67.0,0.45,0.86,0.4,2.2,35.8,0.6,9.9,3.1
11543,Terrell Brandon,1996,75.0,0.46,0.89,0.39,2.4,38.1,1.1,10.6,3.0
11544,Terrell Brandon,1997,78.0,0.44,0.9,0.37,2.1,35.6,0.9,11.7,2.8
11545,Terrell Brandon,1998,50.0,0.46,0.85,0.33,1.6,40.0,0.7,10.6,3.3
11546,Terrell Brandon,1999,24.0,0.42,0.83,0.26,2.5,43.3,0.6,10.53,2.77
11547,Terrell Brandon,2000,71.0,0.47,0.9,0.4,2.0,39.1,0.8,8.8,2.7
11548,Terrell Brandon,2001,78.0,0.45,0.87,0.36,2.4,33.7,0.5,9.7,3.0
11549,Terrell Brandon,2002,32.0,0.42,0.99,0.17,2.1,42.8,0.5,9.0,2.9
11550,Terrence Jones,2013,19.0,0.46,0.76,0.26,11.6,8.6,5.2,15.0,2.2
11551,Terrence Jones,2014,76.0,0.54,0.6,0.31,9.2,7.0,3.5,18.5,1.3
11552,Terrence Jones,2015,33.0,0.53,0.61,0.35,9.7,6.9,5.2,17.6,1.0
11553,Terrence Jones,2016,50.0,0.45,0.66,0.32,6.5,6.3,3.1,15.9,1.1
11554,Terrence Jones,2017,52.5,0.47,0.61,0.25,5.4,7.35,3.45,20.1,1.5
11555,Terrence Rencher,1996,35.0,0.33,0.69,0.31,2.7,20.6,0.3,9.65,2.1
11556,Terrence Ross,2013,73.0,0.41,0.71,0.33,3.3,7.2,0.9,10.6,1.8
11557,Terrence Ross,2014,81.0,0.42,0.84,0.4,2.3,6.1,1.0,11.3,1.5
11558,Terrence Ross,2015,82.0,0.41,0.79,0.37,1.8,6.5,1.0,10.7,1.3
11559,Terrence Ross,2016,73.0,0.43,0.79,0.39,1.4,5.3,1.2,10.6,1.6
11560,Terrence Ross,2017,52.0,0.44,0.83,0.36,0.97,7.33,1.4,10.73,2.3
11561,Terrence Williams,2010,78.0,0.4,0.72,0.31,2.9,22.4,0.4,20.6,1.3
11562,Terrence Williams,2011,14.0,0.37,0.66,0.27,1.53,20.27,0.0,19.23,1.77
11563,Terrence Williams,2012,20.0,0.41,0.57,0.36,2.3,17.37,0.83,18.4,1.77
11564,Terrence Williams,2013,24.0,0.5,0.43,0.33,1.5,19.7,0.5,14.4,1.8
11565,Terry Catledge,1986,64.0,0.47,0.65,0.0,11.0,2.8,0.4,16.9,1.4
11566,Terry Catledge,1987,78.0,0.5,0.59,0.0,12.0,4.0,0.4,15.7,1.0
11567,Terry Catledge,1988,70.0,0.51,0.66,0.0,12.4,5.9,0.3,15.2,1.0
11568,Terry Catledge,1989,79.0,0.49,0.6,0.2,11.6,5.0,0.7,18.8,1.1
11569,Terry Catledge,1990,74.0,0.47,0.7,0.25,11.3,4.5,0.4,12.9,0.7
11570,Terry Catledge,1991,51.0,0.46,0.62,0.0,12.2,6.3,0.4,14.4,1.1
11571,Terry Catledge,1992,78.0,0.5,0.69,0.0,11.5,7.1,0.4,13.8,1.2
11572,Terry Cummings,1983,70.0,0.52,0.71,0.0,12.6,10.9,1.4,21.6,2.4
11573,Terry Cummings,1984,81.0,0.49,0.72,0.0,12.6,7.2,1.1,17.6,1.5
11574,Terry Cummings,1985,79.0,0.5,0.74,0.0,10.0,13.5,1.5,19.1,2.1
11575,Terry Cummings,1986,82.0,0.47,0.66,0.0,9.4,11.1,1.1,19.5,2.1
11576,Terry Cummings,1987,82.0,0.51,0.66,0.0,8.5,13.5,1.8,19.8,2.2
11577,Terry Cummings,1988,76.0,0.48,0.66,0.33,7.9,11.6,1.0,15.8,1.5
11578,Terry Cummings,1989,80.0,0.47,0.79,0.47,11.3,11.7,1.6,15.3,1.8
11579,Terry Cummings,1990,81.0,0.48,0.78,0.32,9.3,12.9,1.1,17.5,1.9
11580,Terry Cummings,1991,67.0,0.48,0.68,0.21,10.3,11.3,0.8,15.6,1.4
11581,Terry Cummings,1992,70.0,0.49,0.71,0.38,12.7,7.7,1.0,19.3,1.3
11582,Terry Cummings,1994,59.0,0.43,0.59,0.0,13.8,6.9,0.8,15.6,1.5
11583,Terry Cummings,1996,81.0,0.46,0.65,0.14,11.0,8.1,1.3,19.9,1.7
11584,Terry Cummings,1997,45.0,0.49,0.7,0.6,10.2,8.3,0.7,16.4,2.1
11585,Terry Cummings,1998,59.0,0.46,0.68,0.0,9.55,6.45,0.6,17.5,1.75
11586,Terry Cummings,1999,50.0,0.44,0.71,1.0,9.8,10.8,0.7,17.3,2.5
11587,Terry Davis,1990,63.0,0.47,0.62,0.0,11.2,3.9,1.9,17.7,1.3
11588,Terry Davis,1991,55.0,0.49,0.56,0.5,11.8,5.5,1.7,18.2,0.9
11589,Terry Davis,1992,68.0,0.48,0.64,0.0,11.0,4.0,0.8,22.7,0.6
11590,Terry Davis,1993,75.0,0.46,0.59,0.25,10.4,4.3,0.7,21.3,0.7
11591,Terry Davis,1995,46.0,0.43,0.64,0.0,11.1,2.4,0.4,18.3,0.5
11592,Terry Davis,1998,74.0,0.5,0.58,0.0,13.5,2.5,1.0,18.7,1.3
11593,Terry Dehere,1994,64.0,0.38,0.75,0.4,3.5,15.2,0.2,6.0,1.8
11594,Terry Dehere,1995,80.0,0.41,0.78,0.29,2.2,20.7,0.3,8.3,1.3
11595,Terry Dehere,1996,82.0,0.46,0.76,0.44,2.4,27.3,0.6,6.2,1.4
11596,Terry Dehere,1997,73.0,0.39,0.82,0.32,1.6,24.6,0.2,9.2,1.3
11597,Terry Dehere,1998,77.0,0.4,0.8,0.38,1.6,22.4,0.2,6.9,1.9
11598,Terry Dehere,1999,24.0,0.36,0.71,0.43,2.4,16.4,0.8,7.25,1.15
11599,Terry Dozier,1990,9.0,0.33,0.5,0.0,8.2,4.5,1.3,10.5,3.2
11600,Terry Duerod,1980,67.0,0.47,0.68,0.28,2.3,12.4,0.4,5.5,1.4
11601,Terry Duerod,1981,33.33,0.44,0.78,0.48,3.73,12.2,0.4,6.1,1.87
11602,Terry Duerod,1982,21.0,0.44,0.33,0.0,4.6,11.9,0.4,6.6,1.0
11603,Terry Furlow,1980,50.67,0.45,0.87,0.24,4.43,22.8,0.8,6.17,1.83
11604,Terry Mills,1991,36.67,0.47,0.71,0.0,9.53,5.8,1.97,19.63,2.0
11605,Terry Mills,1992,82.0,0.46,0.75,0.35,11.2,7.0,1.4,17.0,1.4
11606,Terry Mills,1993,81.0,0.46,0.79,0.28,8.5,8.5,1.5,15.7,1.0
11607,Terry Mills,1994,80.0,0.51,0.8,0.33,7.6,10.8,1.5,19.4,1.2
11608,Terry Mills,1995,72.0,0.45,0.8,0.38,5.7,10.4,1.0,20.3,1.4
11609,Terry Mills,1996,82.0,0.42,0.77,0.4,8.2,11.0,1.0,17.2,1.4
11610,Terry Mills,1997,79.0,0.44,0.83,0.42,4.3,8.9,1.1,18.8,1.0
11611,Terry Mills,1998,50.0,0.39,0.76,0.31,5.3,8.1,0.8,17.1,1.3
11612,Terry Mills,1999,1.0,0.38,0.5,0.5,13.5,0.0,0.0,3.9,2.0
11613,Terry Mills,2000,82.0,0.44,0.74,0.39,3.1,7.1,0.9,21.3,1.0
11614,Terry Porter,1986,79.0,0.47,0.81,0.31,3.3,22.2,0.0,7.7,3.1
11615,Terry Porter,1987,80.0,0.49,0.84,0.22,3.0,33.6,0.2,10.8,2.7
11616,Terry Porter,1988,82.0,0.52,0.85,0.35,2.3,35.9,0.3,11.3,2.3
11617,Terry Porter,1989,81.0,0.47,0.84,0.36,2.9,32.8,0.2,10.2,2.2
11618,Terry Porter,1990,80.0,0.46,0.89,0.37,2.3,35.4,0.1,8.4,2.5
11619,Terry Porter,1991,81.0,0.52,0.82,0.42,2.2,34.0,0.3,9.4,2.8
11620,Terry Porter,1992,82.0,0.46,0.86,0.4,2.0,24.9,0.3,8.0,2.2
11621,Terry Porter,1993,81.0,0.45,0.84,0.41,2.1,21.7,0.2,10.1,1.7
11622,Terry Porter,1994,77.0,0.42,0.87,0.39,2.3,28.2,0.6,9.3,1.9
11623,Terry Porter,1995,35.0,0.39,0.71,0.39,2.5,25.4,0.2,9.7,2.0
11624,Terry Porter,1996,82.0,0.44,0.78,0.31,2.1,35.1,0.6,10.2,2.2
11625,Terry Porter,1997,82.0,0.42,0.76,0.34,2.4,30.2,0.5,10.9,1.8
11626,Terry Porter,1998,82.0,0.45,0.86,0.4,2.4,23.5,0.6,8.2,1.8
11627,Terry Porter,1999,50.0,0.46,0.83,0.41,1.2,19.6,0.6,10.5,2.0
11628,Terry Porter,2000,68.0,0.45,0.81,0.44,1.8,22.3,0.4,11.3,1.6
11629,Terry Porter,2001,80.0,0.45,0.79,0.42,1.7,24.5,0.5,11.4,1.7
11630,Terry Porter,2002,72.0,0.42,0.82,0.42,1.1,25.2,0.9,13.1,1.9
11631,Terry Rozier,2016,39.0,0.27,0.8,0.22,8.1,16.5,0.3,13.5,0.9
11632,Terry Rozier,2017,74.0,0.37,0.77,0.32,3.6,15.2,0.7,16.3,1.8
11633,Terry Teagle,1983,73.0,0.43,0.7,0.34,4.4,13.5,0.6,8.0,1.5
11634,Terry Teagle,1984,68.0,0.47,0.84,0.26,4.9,14.5,0.4,8.7,1.0
11635,Terry Teagle,1985,20.0,0.54,0.71,0.5,6.55,6.05,0.8,7.45,1.75
11636,Terry Teagle,1986,82.0,0.5,0.8,0.16,4.6,7.6,0.9,7.3,1.5
11637,Terry Teagle,1987,82.0,0.46,0.78,0.0,4.5,9.5,0.5,7.2,1.9
11638,Terry Teagle,1988,47.0,0.45,0.8,0.11,4.6,10.3,0.2,4.8,1.6
11639,Terry Teagle,1989,66.0,0.48,0.81,0.17,7.0,9.0,0.6,9.7,2.3
11640,Terry Teagle,1990,82.0,0.48,0.83,0.21,5.4,9.9,0.3,10.8,1.7
11641,Terry Teagle,1991,82.0,0.44,0.82,0.0,6.6,8.8,0.3,7.3,1.1
11642,Terry Teagle,1992,82.0,0.45,0.77,0.25,6.4,12.3,0.3,6.6,2.1
11643,Terry Tyler,1980,82.0,0.46,0.76,0.17,8.9,6.4,4.3,15.8,1.8
11644,Terry Tyler,1981,82.0,0.53,0.59,0.0,8.5,8.4,4.1,17.9,2.1
11645,Terry Tyler,1982,82.0,0.52,0.74,0.25,8.2,8.7,4.4,19.3,1.8
11646,Terry Tyler,1983,82.0,0.48,0.74,0.13,7.2,8.3,3.3,15.0,1.8
11647,Terry Tyler,1984,82.0,0.45,0.71,0.15,6.7,6.3,2.0,12.5,1.8
11648,Terry Tyler,1985,82.0,0.49,0.72,0.0,7.4,4.1,2.5,14.9,1.1
11649,Terry Tyler,1986,71.0,0.46,0.75,0.0,7.5,8.0,3.7,13.9,1.8
11650,Terry Tyler,1987,82.0,0.5,0.72,0.33,6.5,5.3,2.3,12.1,1.3
