,Name,Year,Game,FGp,FTp,3Pp,ORBp,ASTp,BLKp,DRBp,STLp
1137,Bob Lanier,1984,72.0,0.57,0.71,0.0,8.3,13.9,1.5,17.1,1.4
1138,Bob McAdoo,1980,58.0,0.48,0.73,0.12,5.0,13.9,1.6,18.5,1.6
1139,Bob McAdoo,1981,13.0,0.47,0.76,0.0,5.8,12.55,2.25,16.2,2.6
1140,Bob McAdoo,1982,41.0,0.46,0.71,0.0,6.8,5.5,2.6,16.1,1.4
1141,Bob McAdoo,1983,47.0,0.52,0.73,0.0,8.7,5.3,2.1,17.8,1.8
1142,Bob McAdoo,1984,70.0,0.47,0.8,0.0,6.9,6.9,1.8,15.0,1.3
1143,Bob McAdoo,1985,66.0,0.52,0.75,0.0,7.9,6.9,2.3,17.9,0.7
1144,Bob McCann,1992,26.0,0.39,0.31,0.0,10.6,6.6,1.9,15.6,2.4
1145,Bob McCann,1993,79.0,0.49,0.62,0.0,7.3,7.0,2.4,14.8,1.7
1146,Bob McCann,1996,62.0,0.5,0.47,0.5,8.5,5.3,1.6,17.1,1.6
1147,Bob Sura,1996,79.0,0.41,0.7,0.35,3.9,35.7,1.6,11.9,2.8
1148,Bob Sura,1997,82.0,0.43,0.61,0.32,4.3,30.2,1.3,13.5,2.3
1149,Bob Sura,1998,46.0,0.38,0.56,0.32,3.3,29.4,0.6,8.9,2.5
1150,Bob Sura,1999,50.0,0.33,0.63,0.2,3.2,32.0,1.3,12.2,3.0
1151,Bob Sura,2000,73.0,0.44,0.7,0.37,2.5,21.8,0.6,12.1,2.1
1152,Bob Sura,2001,53.0,0.39,0.71,0.27,3.1,23.1,0.3,11.9,1.6
1153,Bob Sura,2002,78.0,0.42,0.72,0.32,5.2,25.0,0.6,10.3,2.5
1154,Bob Sura,2003,55.0,0.41,0.7,0.33,5.5,23.9,0.1,10.2,2.0
1155,Bob Sura,2004,53.33,0.42,0.75,0.26,6.77,23.87,0.67,15.0,2.1
1156,Bob Sura,2005,61.0,0.43,0.75,0.36,4.9,27.3,0.3,15.3,1.8
1157,Bob Thornton,1987,33.0,0.43,0.65,0.0,7.1,3.8,0.6,15.3,0.7
1158,Bob Thornton,1988,44.5,0.52,0.62,0.0,9.1,3.35,0.35,13.15,0.9
1159,Bob Thornton,1989,54.0,0.42,0.53,0.33,8.9,4.3,0.9,14.1,0.9
1160,Bob Thornton,1990,56.0,0.43,0.51,0.33,8.7,3.7,1.2,16.7,1.7
1161,Bob Wilkerson,1980,75.0,0.42,0.75,0.21,3.6,14.7,0.6,10.3,1.8
1162,Bob Wilkerson,1981,80.0,0.46,0.84,0.1,4.6,16.7,0.6,9.6,2.2
1163,Bob Wilkerson,1982,65.0,0.42,0.78,0.17,3.5,18.7,0.8,12.7,2.5
1164,Bob Wilkerson,1983,77.0,0.42,0.75,0.0,4.0,15.9,0.5,12.3,2.0
1165,Bobby Brown,2009,45.33,0.4,0.82,0.36,1.9,20.83,0.3,4.83,1.17
1166,Bobby Brown,2010,30.0,0.36,0.86,0.27,2.4,28.63,0.1,6.7,1.5
1167,Bobby Brown,2017,25.0,0.38,1.0,0.4,0.0,17.6,0.0,5.3,0.4
1168,Bobby Cattage,1982,49.0,0.44,0.73,0.0,6.9,2.8,0.0,16.6,1.0
1169,Bobby Cattage,1986,29.0,0.34,0.8,0.2,9.0,2.9,0.0,11.6,1.5
1170,Bobby Hurley,1994,19.0,0.37,0.8,0.12,1.3,33.1,0.1,6.3,1.3
1171,Bobby Hurley,1995,68.0,0.36,0.76,0.28,1.5,30.6,0.0,5.8,1.4
1172,Bobby Hurley,1996,72.0,0.28,0.8,0.29,1.3,29.5,0.2,6.9,1.4
1173,Bobby Hurley,1997,49.0,0.37,0.7,0.31,1.6,33.8,0.4,5.4,2.3
1174,Bobby Hurley,1998,40.67,0.39,0.78,0.21,1.53,31.17,0.0,7.1,1.37
1175,Bobby Jackson,1998,68.0,0.39,0.81,0.26,4.4,29.5,0.4,13.3,2.8
1176,Bobby Jackson,1999,50.0,0.4,0.77,0.37,4.7,28.9,0.2,11.9,2.2
1177,Bobby Jackson,2000,73.0,0.4,0.78,0.28,5.6,24.6,0.5,11.7,2.4
1178,Bobby Jackson,2001,79.0,0.44,0.74,0.38,5.0,15.3,0.3,11.0,2.7
1179,Bobby Jackson,2002,81.0,0.44,0.81,0.36,5.1,14.7,0.4,10.1,2.1
1180,Bobby Jackson,2003,59.0,0.46,0.85,0.38,3.8,17.7,0.1,9.8,2.1
1181,Bobby Jackson,2004,50.0,0.44,0.75,0.37,5.4,15.8,0.5,11.1,2.1
1182,Bobby Jackson,2005,25.0,0.43,0.86,0.34,4.8,18.2,0.3,12.9,1.3
1183,Bobby Jackson,2006,71.0,0.38,0.73,0.39,3.0,20.7,0.0,12.1,1.9
1184,Bobby Jackson,2007,56.0,0.39,0.77,0.33,3.6,17.9,0.4,12.1,2.0
1185,Bobby Jackson,2008,48.0,0.4,0.79,0.36,2.63,16.8,0.3,12.57,1.67
1186,Bobby Jackson,2009,71.0,0.4,0.85,0.3,3.3,15.5,0.2,12.5,2.1
1187,Bobby Jones,1980,81.0,0.53,0.78,0.0,8.0,9.8,3.0,14.1,2.2
1188,Bobby Jones,1981,81.0,0.54,0.81,0.0,8.2,15.4,2.0,14.6,2.2
1189,Bobby Jones,1982,76.0,0.56,0.79,0.0,5.9,12.0,3.0,14.1,2.2
1190,Bobby Jones,1983,74.0,0.54,0.79,0.0,6.4,10.6,2.9,14.0,2.3
1191,Bobby Jones,1984,75.0,0.52,0.78,0.0,6.1,14.8,3.4,14.5,2.9
1192,Bobby Jones,1985,80.0,0.54,0.86,0.0,7.3,12.8,1.8,13.1,2.4
1193,Bobby Jones,1986,70.0,0.56,0.79,0.0,3.6,11.2,1.9,8.8,1.5
1194,Bobby Jones,2007,44.0,0.46,0.56,0.11,7.9,7.8,0.2,12.5,1.7
1195,Bobby Jones,2008,21.75,0.44,0.78,0.34,6.6,8.18,0.45,13.45,1.25
1196,Bobby Phills,1992,10.0,0.43,0.64,0.0,7.1,9.0,0.9,6.6,2.3
1197,Bobby Phills,1993,31.0,0.46,0.6,0.4,5.2,12.2,0.9,8.7,3.6
1198,Bobby Phills,1994,72.0,0.47,0.72,0.08,5.4,13.8,0.5,10.7,2.3
1199,Bobby Phills,1995,80.0,0.41,0.78,0.34,4.4,12.9,0.8,9.0,2.6
1200,Bobby Phills,1996,72.0,0.47,0.78,0.44,3.2,19.7,0.9,10.7,2.4
1201,Bobby Phills,1997,69.0,0.43,0.72,0.39,3.4,18.1,0.8,10.1,2.8
1202,Bobby Phills,1998,62.0,0.45,0.76,0.39,3.8,16.0,0.7,10.0,2.3
1203,Bobby Phills,1999,43.0,0.43,0.68,0.4,3.1,17.2,1.1,9.7,2.0
1204,Bobby Phills,2000,28.0,0.45,0.72,0.33,2.4,17.2,0.7,7.2,2.5
1205,Bobby Portis,2016,62.0,0.43,0.73,0.31,12.0,7.5,1.5,20.0,1.1
1206,Bobby Portis,2017,64.0,0.49,0.66,0.33,8.0,5.7,0.9,24.0,0.8
1207,Bobby Simmons,2002,30.0,0.45,0.73,0.29,8.4,8.0,1.1,9.3,2.1
1208,Bobby Simmons,2003,36.0,0.39,0.91,0.0,10.3,8.9,0.6,13.8,1.4
1209,Bobby Simmons,2004,56.0,0.39,0.83,0.17,9.4,11.5,0.9,12.3,2.0
1210,Bobby Simmons,2005,75.0,0.47,0.85,0.44,5.7,13.1,0.4,13.2,2.0
1211,Bobby Simmons,2006,75.0,0.45,0.82,0.42,4.2,11.2,0.7,11.5,1.8
1212,Bobby Simmons,2008,70.0,0.42,0.76,0.35,5.0,8.4,0.3,12.8,1.7
1213,Bobby Simmons,2009,71.0,0.45,0.74,0.45,4.9,8.5,0.5,14.3,1.5
1214,Bobby Simmons,2010,23.0,0.36,0.9,0.32,3.1,6.3,0.6,15.9,2.0
1215,Bobby Simmons,2012,28.0,0.31,0.57,0.33,4.8,3.8,0.6,10.9,1.9
1216,Bojan Bogdanovic,2015,78.0,0.45,0.82,0.36,3.0,5.8,0.4,9.8,0.9
1217,Bojan Bogdanovic,2016,79.0,0.43,0.83,0.38,1.9,7.3,0.2,11.8,0.7
1218,Bojan Bogdanovic,2017,54.0,0.45,0.9,0.37,2.07,8.0,0.37,12.3,0.8
1219,Boniface N'Dong,2006,23.0,0.42,0.67,0.0,12.0,7.5,2.5,16.1,0.7
1220,Bonzi Wells,1999,7.0,0.55,0.44,0.33,13.7,21.3,2.1,15.9,1.5
1221,Bonzi Wells,2000,66.0,0.49,0.68,0.38,8.3,14.9,0.8,10.0,3.2
1222,Bonzi Wells,2001,75.0,0.53,0.66,0.34,7.4,18.4,0.7,14.3,2.5
1223,Bonzi Wells,2002,74.0,0.47,0.74,0.38,6.0,15.8,0.8,16.4,2.6
1224,Bonzi Wells,2003,75.0,0.44,0.72,0.29,4.9,18.0,0.6,14.9,2.8
1225,Bonzi Wells,2004,48.0,0.42,0.76,0.26,5.1,14.07,0.7,11.33,2.63
1226,Bonzi Wells,2005,69.0,0.44,0.75,0.35,4.0,10.2,1.4,14.4,3.1
1227,Bonzi Wells,2006,52.0,0.46,0.68,0.22,10.0,14.8,1.1,17.8,2.9
1228,Bonzi Wells,2007,28.0,0.41,0.56,0.14,5.1,8.9,1.7,18.2,2.2
1229,Bonzi Wells,2008,48.67,0.45,0.65,0.26,6.03,9.4,1.5,17.0,2.63
1230,Boris Diaw,2004,76.0,0.45,0.6,0.23,6.6,14.9,1.4,13.5,1.6
1231,Boris Diaw,2005,66.0,0.42,0.74,0.18,5.0,19.5,1.2,11.8,1.6
1232,Boris Diaw,2006,81.0,0.53,0.73,0.27,6.3,24.9,2.1,15.1,1.0
1233,Boris Diaw,2007,73.0,0.54,0.68,0.33,4.9,21.7,1.2,11.0,0.6
1234,Boris Diaw,2008,82.0,0.48,0.74,0.32,5.2,19.0,1.1,12.7,1.3
1235,Boris Diaw,2009,54.0,0.52,0.69,0.4,5.33,18.9,1.47,13.47,1.13
1236,Boris Diaw,2010,82.0,0.48,0.77,0.32,5.5,18.9,1.6,11.9,1.1
1237,Boris Diaw,2011,82.0,0.49,0.68,0.34,4.5,20.6,1.3,13.6,1.4
1238,Boris Diaw,2012,38.0,0.48,0.63,0.4,5.73,22.27,1.27,17.27,1.33
1239,Boris Diaw,2013,75.0,0.54,0.72,0.38,4.7,15.0,1.1,12.0,1.6
1240,Boris Diaw,2014,79.0,0.52,0.74,0.4,4.4,16.3,1.2,13.8,1.1
1241,Boris Diaw,2015,81.0,0.46,0.77,0.32,4.5,17.9,0.9,15.2,0.9
1242,Boris Diaw,2016,76.0,0.53,0.74,0.36,4.9,18.4,1.2,13.9,1.0
1243,Boris Diaw,2017,73.0,0.45,0.74,0.25,4.3,20.3,0.6,9.8,0.7
1244,Bostjan Nachbar,2003,14.0,0.36,0.5,0.2,4.6,6.8,1.9,11.7,1.4
1245,Bostjan Nachbar,2004,45.0,0.36,0.72,0.36,1.9,9.8,2.1,13.5,1.5
1246,Bostjan Nachbar,2005,47.33,0.38,0.81,0.41,2.13,9.0,0.7,14.4,0.93
1247,Bostjan Nachbar,2006,24.0,0.35,0.67,0.24,2.57,8.9,0.6,11.6,1.7
1248,Bostjan Nachbar,2007,76.0,0.46,0.8,0.42,2.1,6.8,1.3,17.3,1.0
1249,Bostjan Nachbar,2008,75.0,0.4,0.79,0.36,3.9,9.3,1.0,14.3,1.4
1250,Bracey Wright,2006,7.0,0.41,0.88,0.35,2.7,6.5,0.0,13.0,0.4
1251,Bracey Wright,2007,19.0,0.4,0.72,0.3,4.5,12.7,0.4,8.6,2.5
1252,Brad Branson,1983,62.0,0.42,0.7,0.0,11.0,9.1,2.1,16.7,1.8
1253,Brad Daugherty,1988,79.0,0.51,0.72,0.0,6.2,17.3,1.1,19.9,0.8
1254,Brad Daugherty,1989,78.0,0.54,0.74,0.33,7.1,14.8,0.8,20.9,1.1
1255,Brad Daugherty,1990,41.0,0.48,0.7,0.0,5.9,14.2,0.9,23.3,1.0
1256,Brad Daugherty,1991,76.0,0.52,0.75,0.0,7.0,13.9,0.9,25.7,1.3
1257,Brad Daugherty,1992,73.0,0.57,0.78,0.0,8.4,15.3,1.7,23.1,1.2
1258,Brad Daugherty,1993,71.0,0.57,0.8,0.5,7.3,17.3,1.3,22.9,1.0
1259,Brad Davis,1980,15.5,0.57,0.82,0.0,2.0,27.1,0.25,5.45,2.25
1260,Brad Davis,1981,56.0,0.56,0.8,0.18,1.9,33.9,0.4,8.5,1.5
1261,Brad Davis,1982,82.0,0.52,0.8,0.29,1.5,27.5,0.1,8.6,1.4
1262,Brad Davis,1983,79.0,0.57,0.84,0.26,1.5,31.3,0.3,7.7,1.6
1263,Brad Davis,1984,81.0,0.53,0.84,0.18,1.8,27.1,0.3,6.3,1.7
1264,Brad Davis,1985,82.0,0.5,0.89,0.41,1.7,29.5,0.2,7.1,1.7
1265,Brad Davis,1986,82.0,0.53,0.87,0.36,1.5,30.3,0.4,6.6,1.4
1266,Brad Davis,1987,82.0,0.46,0.86,0.3,1.9,30.3,0.4,5.8,1.9
1267,Brad Davis,1988,75.0,0.5,0.84,0.4,1.3,28.3,0.7,6.1,1.7
1268,Brad Davis,1989,78.0,0.48,0.8,0.31,1.1,25.2,0.8,7.3,1.7
1269,Brad Davis,1990,73.0,0.49,0.77,0.34,1.1,27.6,0.4,7.0,1.8
1270,Brad Davis,1991,80.0,0.43,0.77,0.26,1.0,22.8,0.7,8.4,1.6
1271,Brad Davis,1992,33.0,0.44,0.73,0.28,1.0,21.9,0.4,7.4,1.3
1272,Brad Holland,1980,38.0,0.42,0.94,0.2,2.4,14.8,0.3,6.6,3.5
1273,Brad Holland,1981,41.0,0.42,0.71,0.33,3.5,9.8,0.2,6.9,3.3
1274,Brad Holland,1982,13.5,0.36,0.62,0.0,3.5,12.45,0.3,4.0,2.8
1275,Brad Lohaus,1988,70.0,0.5,0.81,0.23,8.1,9.2,3.3,14.2,1.4
1276,Brad Lohaus,1989,51.33,0.43,0.78,0.08,7.77,7.43,2.8,16.03,1.17
1277,Brad Lohaus,1990,53.33,0.46,0.75,0.26,5.37,13.8,2.83,18.67,1.47
1278,Brad Lohaus,1991,81.0,0.43,0.68,0.28,5.7,8.9,3.9,15.7,2.0
1279,Brad Lohaus,1992,70.0,0.45,0.66,0.4,6.6,10.0,4.1,20.3,1.9
1280,Brad Lohaus,1993,80.0,0.46,0.72,0.37,3.8,10.8,2.7,14.3,1.3
1281,Brad Lohaus,1994,67.0,0.36,0.69,0.34,3.7,9.7,3.9,14.8,1.6
1282,Brad Lohaus,1995,61.0,0.42,0.67,0.41,4.4,8.9,2.6,12.1,1.4
1283,Brad Lohaus,1996,36.67,0.41,0.82,0.42,1.43,11.1,2.1,10.63,0.87
1284,Brad Lohaus,1998,9.0,0.33,0.33,0.29,3.6,7.4,1.4,9.6,0.5
1285,Brad Miller,1999,38.0,0.56,0.79,0.5,9.2,9.0,2.8,19.8,1.0
1286,Brad Miller,2000,55.0,0.46,0.78,0.0,13.5,7.8,2.5,20.6,1.2
1287,Brad Miller,2001,57.0,0.44,0.74,0.2,11.5,13.1,2.0,23.7,1.2
1288,Brad Miller,2002,50.67,0.51,0.78,0.42,12.4,11.83,1.27,18.83,1.73
1289,Brad Miller,2003,73.0,0.49,0.82,0.31,9.4,14.5,1.4,20.2,1.5
1290,Brad Miller,2004,72.0,0.51,0.78,0.32,8.5,18.5,2.3,23.3,1.3
1291,Brad Miller,2005,56.0,0.52,0.81,0.26,7.4,16.1,2.3,20.4,1.7
1292,Brad Miller,2006,79.0,0.5,0.83,0.39,4.9,21.5,1.6,19.5,1.1
1293,Brad Miller,2007,63.0,0.45,0.77,0.15,5.1,20.4,1.7,21.7,1.1
1294,Brad Miller,2008,72.0,0.46,0.85,0.31,8.0,16.6,2.3,23.7,1.4
1295,Brad Miller,2009,46.67,0.48,0.83,0.37,8.57,17.9,1.27,21.7,1.3
1296,Brad Miller,2010,82.0,0.43,0.83,0.28,4.8,12.2,1.1,17.8,1.2
1297,Brad Miller,2011,60.0,0.45,0.83,0.37,4.9,21.4,1.4,19.9,1.4
1298,Brad Miller,2012,15.0,0.33,0.83,0.47,3.0,24.3,1.0,11.5,1.4
1299,Brad Sellers,1987,80.0,0.46,0.73,0.2,9.8,8.4,2.3,14.4,1.3
1300,Brad Sellers,1988,82.0,0.46,0.79,0.14,5.6,8.9,1.8,7.4,0.8
1301,Brad Sellers,1989,80.0,0.48,0.85,0.5,5.9,7.7,2.4,9.2,1.0
1302,Brad Sellers,1990,39.33,0.39,0.78,0.0,6.77,5.17,1.97,9.8,1.63
1303,Brad Sellers,1992,43.0,0.47,0.77,0.0,7.6,9.9,2.8,13.4,0.2
1304,Brad Sellers,1993,54.0,0.38,0.95,0.0,6.1,12.8,1.3,12.5,0.6
1305,Brad Wright,1987,14.0,0.44,0.43,0.0,20.2,1.0,2.5,23.0,1.1
1306,Bradley Beal,2013,56.0,0.41,0.79,0.39,2.7,13.7,1.3,10.8,1.5
1307,Bradley Beal,2014,73.0,0.42,0.79,0.4,2.4,16.0,0.6,10.2,1.4
1308,Bradley Beal,2015,63.0,0.43,0.78,0.41,3.1,15.0,0.7,9.6,1.8
1309,Bradley Beal,2016,55.0,0.45,0.77,0.39,2.6,15.6,0.5,9.8,1.5
1310,Bradley Beal,2017,77.0,0.48,0.82,0.4,2.2,16.2,0.7,7.8,1.5
1311,Brandan Wright,2009,39.0,0.53,0.74,0.0,9.8,4.9,3.7,15.0,1.6
1312,Brandan Wright,2012,49.0,0.62,0.63,0.0,8.9,2.9,6.4,15.8,1.5
1313,Brandan Wright,2013,64.0,0.6,0.62,0.0,8.4,5.6,5.2,16.7,1.2
1314,Brandan Wright,2015,57.5,0.61,0.68,0.0,9.25,4.25,4.65,15.35,1.8
1315,Brandan Wright,2017,28.0,0.62,0.66,0.0,7.7,6.0,4.3,12.4,1.3
1316,Brandon Armstrong,2002,35.0,0.32,0.5,0.29,5.7,6.5,0.4,3.5,1.9
1317,Brandon Armstrong,2003,17.0,0.33,0.83,0.17,0.0,4.8,1.1,6.6,2.3
1318,Brandon Armstrong,2004,56.0,0.37,0.5,0.36,3.3,5.7,0.4,8.4,1.5
1319,Brandon Bass,2007,21.0,0.34,0.75,0.0,9.1,2.8,1.5,21.9,0.7
1320,Brandon Bass,2008,79.0,0.5,0.82,0.0,9.2,6.1,2.3,16.3,0.8
1321,Brandon Bass,2009,81.0,0.5,0.87,0.0,9.5,4.3,2.6,17.2,0.9
1322,Brandon Bass,2011,76.0,0.52,0.82,0.0,8.1,5.0,2.0,16.7,0.7
1323,Brandon Bass,2013,81.0,0.49,0.86,0.0,7.0,6.0,2.3,15.2,1.0
1324,Brandon Bass,2014,82.0,0.49,0.86,0.33,7.8,6.4,2.4,15.9,0.8
1325,Brandon Bass,2015,82.0,0.5,0.79,0.28,7.8,8.6,1.3,14.9,1.1
1326,Brandon Bass,2016,66.0,0.55,0.84,0.0,8.1,9.2,3.2,15.0,1.2
1327,Brandon Bass,2017,52.0,0.57,0.88,0.33,8.6,5.7,1.6,16.2,1.2
1328,Brandon Davies,2014,51.0,0.42,0.64,0.2,6.9,7.1,1.1,13.9,2.0
1329,Brandon Davies,2015,18.0,0.38,0.68,0.24,8.87,10.87,2.57,13.77,1.83
1330,Brandon Hunter,2004,36.0,0.46,0.44,0.0,14.4,7.9,0.2,18.8,1.6
1331,Brandon Ingram,2017,79.0,0.4,0.62,0.29,2.8,10.5,1.3,12.8,1.1
1332,Brandon Jennings,2010,82.0,0.37,0.82,0.37,2.0,29.6,0.5,10.4,2.1
1333,Brandon Jennings,2011,63.0,0.39,0.81,0.32,2.2,25.9,0.8,10.6,2.3
1334,Brandon Jennings,2012,66.0,0.42,0.81,0.33,2.3,26.7,0.7,8.6,2.3
1335,Brandon Jennings,2013,80.0,0.4,0.82,0.38,2.1,29.1,0.3,7.2,2.2
1336,Brandon Jennings,2014,80.0,0.37,0.75,0.34,2.2,34.4,0.2,7.8,1.9
1337,Brandon Jennings,2015,41.0,0.4,0.84,0.36,1.9,39.9,0.3,8.0,1.9
1338,Brandon Jennings,2016,32.0,0.37,0.73,0.33,2.0,29.1,0.67,10.43,1.67
1339,Brandon Jennings,2017,54.0,0.34,0.74,0.29,1.93,32.07,0.17,10.27,1.93
1340,Brandon Knight,2012,66.0,0.42,0.76,0.38,1.8,20.8,0.4,10.3,1.2
1341,Brandon Knight,2013,75.0,0.41,0.73,0.37,2.6,21.3,0.3,9.6,1.3
1342,Brandon Knight,2014,72.0,0.42,0.8,0.32,2.1,26.6,0.6,10.3,1.5
1343,Brandon Knight,2015,42.0,0.4,0.86,0.37,1.33,25.87,0.37,10.6,1.9
1344,Brandon Knight,2016,52.0,0.42,0.85,0.34,2.0,24.4,0.9,9.9,1.6
1345,Brandon Knight,2017,54.0,0.4,0.86,0.32,2.3,17.8,0.4,9.1,1.1
1346,Brandon Roy,2007,57.0,0.46,0.84,0.38,3.5,20.9,0.4,12.1,1.8
1347,Brandon Roy,2008,74.0,0.45,0.75,0.34,3.4,28.2,0.4,11.2,1.5
1348,Brandon Roy,2009,78.0,0.48,0.82,0.38,4.4,25.4,0.6,11.6,1.7
1349,Brandon Roy,2010,65.0,0.47,0.78,0.33,3.7,23.1,0.5,10.9,1.4
1350,Brandon Roy,2011,47.0,0.4,0.85,0.33,2.5,16.8,0.8,9.1,1.5
1351,Brandon Roy,2013,5.0,0.31,0.7,0.0,2.7,28.8,0.0,10.6,1.3
1352,Brandon Rush,2009,75.0,0.42,0.7,0.37,2.1,5.4,1.5,12.3,1.0
1353,Brandon Rush,2010,82.0,0.42,0.63,0.41,1.8,6.9,1.9,13.5,1.1
1354,Brandon Rush,2011,67.0,0.42,0.76,0.42,2.1,5.6,1.5,11.6,1.2
1355,Brandon Rush,2012,65.0,0.5,0.79,0.45,2.2,7.9,2.6,14.4,1.1
1356,Brandon Rush,2013,2.0,0.67,0.67,0.0,0.0,14.5,0.0,4.3,0.0
1357,Brandon Rush,2014,38.0,0.33,0.6,0.34,1.3,8.5,1.7,11.1,0.6
1358,Brandon Rush,2015,33.0,0.2,0.46,0.11,1.6,5.4,3.3,14.3,0.9
1359,Brandon Rush,2016,72.0,0.43,0.64,0.41,2.3,7.0,1.6,15.4,0.9
1360,Brandon Rush,2017,47.0,0.37,0.72,0.39,1.8,5.8,1.9,9.5,1.1
1361,Brandon Williams,1998,9.0,0.32,0.5,0.33,3.0,3.6,1.5,8.6,2.2
1362,Brendan Haywood,2004,77.0,0.52,0.58,0.0,13.7,5.2,4.9,15.6,1.1
1363,Brendan Haywood,2010,52.5,0.56,0.6,0.0,12.85,3.9,5.45,20.7,0.6
1364,Brendan Haywood,2011,72.0,0.57,0.36,0.0,11.8,2.1,4.2,20.9,0.6
1365,Brendan Haywood,2013,61.0,0.43,0.46,0.0,12.0,3.9,3.4,16.7,0.7
1366,Brent Barry,1996,79.0,0.47,0.81,0.42,2.4,18.8,0.9,8.4,2.6
1367,Brent Barry,1997,59.0,0.41,0.82,0.32,3.1,23.1,1.1,8.9,2.5
1368,Brent Barry,1998,38.67,0.41,0.9,0.38,1.77,15.0,1.1,10.5,2.33
1369,Brent Barry,1999,37.0,0.4,0.77,0.3,3.7,19.0,0.7,11.0,1.9
1370,Brent Barry,2000,80.0,0.46,0.81,0.41,2.0,16.0,0.8,13.1,1.9
1371,Brent Barry,2001,67.0,0.49,0.82,0.48,2.1,19.4,0.6,11.4,2.4
1372,Brent Barry,2002,81.0,0.51,0.85,0.42,2.3,21.3,0.9,14.6,2.6
1373,Brent Barry,2003,75.0,0.46,0.8,0.4,2.2,25.0,0.5,12.2,2.5
1374,Brent Barry,2004,59.0,0.5,0.83,0.45,1.4,30.5,0.7,11.9,2.5
1375,Brent Barry,2005,81.0,0.42,0.84,0.36,1.9,16.3,0.8,10.8,1.2
1376,Brent Barry,2006,74.0,0.45,0.66,0.4,2.8,15.5,1.5,11.9,1.7
1377,Brent Barry,2007,75.0,0.48,0.88,0.45,1.3,13.3,0.5,10.2,1.8
1378,Brent Barry,2008,31.0,0.48,0.95,0.43,2.6,16.1,0.4,9.0,1.7
1379,Brent Barry,2009,56.0,0.41,0.95,0.37,2.4,13.7,0.3,10.1,1.5
1380,Brent Price,1993,68.0,0.36,0.79,0.17,3.6,25.0,0.2,10.0,3.2
1381,Brent Price,1994,65.0,0.43,0.78,0.33,3.4,30.5,0.1,6.8,2.7
1382,Brent Price,1996,81.0,0.47,0.87,0.46,2.2,29.7,0.1,10.7,2.0
1383,Brent Price,1997,25.0,0.42,1.0,0.32,3.1,25.6,0.0,5.4,2.3
1384,Brent Price,1998,72.0,0.41,0.79,0.39,3.3,22.3,0.2,6.1,2.1
1385,Brent Price,1999,40.0,0.48,0.75,0.41,2.8,23.3,0.1,8.2,2.2
1386,Brent Price,2000,41.0,0.34,0.87,0.37,2.2,25.8,0.2,8.2,2.1
1387,Brent Price,2001,6.0,0.27,0.86,0.25,3.8,26.6,0.0,11.4,3.5
1388,Brent Price,2002,20.0,0.33,0.69,0.27,4.9,13.9,0.7,4.7,1.7
1389,Brett Szabo,1997,70.0,0.45,0.74,0.0,9.0,3.7,3.6,20.5,1.2
1390,Brett Vroman,1981,11.0,0.37,0.74,0.0,8.7,13.1,3.1,22.0,2.6
1391,Brevin Knight,1998,80.0,0.44,0.8,0.0,3.4,43.7,0.6,9.1,4.2
1392,Brevin Knight,1999,39.0,0.42,0.74,0.0,1.7,47.6,0.5,12.3,3.3
1393,Brevin Knight,2000,65.0,0.41,0.76,0.2,2.4,42.2,0.9,10.0,3.1
1394,Brevin Knight,2001,50.0,0.38,0.82,0.1,1.8,33.55,0.2,11.3,3.6
1395,Brevin Knight,2002,53.0,0.42,0.76,0.25,1.1,43.9,0.4,9.5,3.6
1396,Brevin Knight,2003,55.0,0.42,0.54,0.25,1.8,38.0,0.1,7.9,3.9
1397,Brevin Knight,2004,36.33,0.43,0.75,0.26,1.43,32.2,0.03,10.87,4.1
1398,Brevin Knight,2005,66.0,0.42,0.85,0.15,1.2,49.3,0.2,9.3,3.5
1399,Brevin Knight,2006,69.0,0.4,0.8,0.23,1.6,42.3,0.1,9.9,3.4
1400,Brevin Knight,2007,45.0,0.42,0.8,0.06,1.3,37.5,0.2,9.7,2.7
1401,Brevin Knight,2008,74.0,0.4,0.87,0.0,1.0,31.1,0.5,8.8,3.1
1402,Brevin Knight,2009,74.0,0.35,0.75,0.0,1.7,28.1,0.3,9.5,3.7
1403,Brian Cardinal,2001,15.0,0.32,0.61,0.0,6.7,3.6,1.1,13.0,2.8
1404,Brian Cardinal,2002,8.0,0.46,1.0,0.43,5.5,8.0,0.0,10.9,1.2
1405,Brian Cardinal,2003,5.0,0.25,1.0,0.0,23.6,10.4,0.0,15.8,0.0
1406,Brian Cardinal,2004,76.0,0.47,0.88,0.44,6.9,10.7,0.9,15.0,2.2
1407,Brian Cardinal,2005,58.0,0.37,0.87,0.35,5.3,13.3,1.0,13.5,3.3
1408,Brian Cardinal,2006,36.0,0.41,0.7,0.45,3.4,14.2,0.0,13.1,3.2
1409,Brian Cardinal,2007,28.0,0.49,0.93,0.41,5.0,16.1,0.2,17.6,3.6
1410,Brian Cardinal,2008,37.0,0.34,0.68,0.31,6.6,7.4,0.3,18.0,1.1
1411,Brian Cardinal,2009,64.0,0.38,0.86,0.33,4.8,12.3,1.1,13.8,2.1
1412,Brian Cardinal,2010,29.0,0.39,0.94,0.33,2.9,12.3,0.8,9.4,1.7
1413,Brian Cardinal,2011,56.0,0.43,0.94,0.48,2.0,9.1,0.9,8.9,2.0
